"","ZL","ZR","ZF","ZM","ZC"
"1",-1.0022608661677,-0.612552967833451,7.93684189284361,16.8441330661821,0.712848227674671
"2",-0.877664499257981,-0.527926185212194,4.70770448328884,7.57662510052551,2.14864823636445
"3",-0.899468863467181,-0.471508330131355,4.47705181117778,7.25485703282135,2.16031084343855
"4",-0.252952159613443,0.741475554106669,-0.689568044109854,7.17814411601771,1.35118634134235
"5",0.0104307159929253,-0.556135112752613,5.26127089635537,8.1012820441531,0.757397122812059
"6",-0.473764609858991,0.487595206242897,2.49343883102271,7.60590902962522,0.74274937959295
"7",-1.25699121629422,-0.612552967833451,2.90861364082261,7.36237134803858,0.73116149773728
"8",0.424713635967725,-0.584344040293032,1.6169586770007,7.36844122529408,0.714978049525217
"9",0.907178456723673,-0.542030648982403,0.83273959182311,8.47454720878563,0.055096356050192
"10",0.523006325418721,-0.415090475050517,1.2017838672008,10.2046236595108,-0.539959427271027
"11",0.677021278959896,-0.31635922865905,0.233042644334367,6.5542705085275,0.846309409016376
"12",-1.82044367554148,-0.542030648982403,4.93835715539989,6.8585715358315,0.667877886849736
"13",-0.978725996862527,0.318341641000381,-0.412784837576588,8.47583867203148,-0.0898850553365307
"14",-1.01125949266673,-0.584344040293032,3.69283272600019,3.8906598505378,2.87015213949972
"15",0.34649480562996,-0.598448504063242,0.555956385289844,6.81430663307991,0.516975084767477
"16",-0.419426749845588,0.290132713459962,-0.735698578532065,5.67310513588232,1.03117895725966
"17",0.534773760071305,-0.527926185212194,2.90861364082261,3.6555166800492,2.81158490600719
"18",0.668022652460861,0.00804343805577056,0.0946510410677335,7.2693214211749,0.101360028982197
"19",-1.24003226635373,-0.598448504063242,1.2017838672008,3.56275733241584,2.88603036917849
"20",1.00097183292515,-0.288150301118631,0.00238997222331148,8.84284023992163,-0.53859978690562
"21",-0.278563635033773,-0.570239576522823,3.13926631293366,3.49027395774237,2.72701627010032
"22",0.907178456723673,-0.542030648982403,-0.689568044109854,5.02314397082588,1.20676118037189
"23",-1.6508541761366,-0.30225476488884,2.58569989986713,7.95024541755065,-0.373034511924099
"24",0.429212949217242,0.417072887391849,-0.827959647376487,5.27465643795567,0.926558993488012
"25",0.362069351493674,-0.386881547510098,0.279173178756578,7.19431969317202,-0.148263094929268
"26",0.637219661752626,-0.386881547510098,1.10952279835638,5.96216689688526,0.423149580875034
"27",-0.899468863467181,-0.584344040293032,8.07523349611024,4.16196399191027,1.62525643691482
"28",-1.74914686558759,-0.471508330131355,1.66308921142291,2.89529684037811,3.04295018632854
"29",-1.34247816803505,-0.372777083739888,2.90861364082261,3.2324978938702,2.57273365844118
"30",-0.328748282816852,-0.471508330131355,2.26278615891165,2.91366790505036,3.00022400266819
"31",-1.23449465004663,-0.598448504063242,0.694347988556477,2.74648798787475,3.22008111033865
"32",-1.80694573579293,-0.513821721441984,2.63183043428934,2.90717830223995,2.95172039587023
"33",-1.64981587307902,-0.400986011280308,4.29252967348894,5.22842205375415,0.630087519229865
"34",-1.25941392342858,-0.584344040293032,2.63183043428934,2.8805095862131,2.87142877105394
"35",-0.969727370363492,-0.584344040293032,0.417564782023211,7.30109141702287,-0.452650927609476
"36",0.220860135662665,0.896624655578975,-0.597306975265432,5.21037385489336,0.595588207701643
"37",-1.71557506672581,-0.147105663416535,-0.643437509687643,4.22317934976368,1.33315946526205
"38",-1.24764648877599,1.13640053967254,0.740478522978688,2.64756190324244,3.18491475966306
"39",-0.788716537325213,-0.612552967833451,5.90709837826632,5.49817643923159,0.359836090767086
"40",-0.0376773256749921,-0.147105663416535,1.98600295237839,2.64133059308121,3.02227832499668
"41",-1.21857400316373,-0.598448504063242,2.77022203755597,2.54631118476761,3.16731282151841
"42",0.746241482798626,-0.584344040293032,-0.136001631043322,4.58892174098912,0.895193483156295
"43",-0.93061795519461,-0.584344040293032,2.63183043428934,2.64081400778287,2.86325292427258
"44",0.45274781852241,-0.443299402590936,0.371434247601,6.3848628172528,-0.259754479189558
"45",-1.79690880623632,-0.0906878083356966,0.740478522978688,3.28725593549435,1.93239524235396
"46",0.702978855399419,-0.31635922865905,-0.781829112954276,4.08370131921161,1.04808668883883
"47",1.36299349900171,-0.612552967833451,3.32378845062251,4.15134170671313,0.981258979587729
"48",-1.12547282900063,-0.527926185212194,4.43092127675557,2.62638190601046,2.6610689086846
"49",-1.73668722889662,-0.598448504063242,3.18539684735587,2.47963939470047,2.87316861696618
"50",0.534773760071305,3.66109955454005,1.47856707373406,5.17463260956439,0.227985902743244
"51",-0.358166869448312,-0.612552967833451,6.96810066997718,5.70429397326966,-0.0725653866661572
"52",1.15048747321681,-0.570239576522823,2.26278615891165,2.36573233641628,3.00250817003038
"53",-0.984263613169626,-0.471508330131355,-0.412784837576588,4.91914889295361,0.353403246258004
"54",-0.544023116755302,-0.612552967833451,0.463695316445422,2.29638076011399,2.91863883334502
"55",-0.721572939601645,-0.612552967833451,1.38630600488964,2.46553015873953,2.62808288655962
"56",-1.7979471092939,-0.570239576522823,3.36991898504472,5.08674853568412,0.0549709759457982
"57",-0.55994376363821,-0.31635922865905,1.43243653931185,2.34561779636212,2.65558794629259
"58",-0.482763236358026,-0.570239576522823,4.06187700137788,4.69320739809171,0.247955940753485
"59",-1.76922072470082,-0.415090475050517,0.786609057400899,3.06263819045945,1.62350776406145
"60",-1.73668722889662,-0.33046369242926,1.75535028026733,5.03383082918532,0.00920363198474264
"61",-1.7107296524571,-0.415090475050517,1.38630600488964,2.20597833290432,2.78138182528297
"62",-1.81386775617681,-0.612552967833451,1.80148081468954,2.48964823485583,2.32500894431271
"63",0.493933839806455,-0.542030648982403,2.12439455564502,4.12657789897391,0.596235854251996
"64",0.879490375188181,-0.429194938820727,2.67796096871155,4.70098846414797,0.152707945908694
"65",0.480435900057902,-0.513821721441984,-0.366654303154377,3.38979811721504,1.18515709625463
